company_id,year,return_on_capital_employed_pct,roce_percentage,roce_difference,remarks
MARUTI,Mar 2015,17.52,23.67,6.150000000000002,Difference > 5%
MARUTI,Mar 2016,20.11,23.67,3.5600000000000023,
MARUTI,Mar 2017,20.81,23.67,2.860000000000003,
MARUTI,Mar 2018,21.93,23.67,1.740000000000002,
MARUTI,Mar 2019,17.0,23.67,6.670000000000002,Difference > 5%
MARUTI,Mar 2020,7.72,23.67,15.950000000000003,Difference > 5%
MARUTI,Mar 2021,4.48,23.67,19.19,Difference > 5%
MARUTI,Mar 2022,5.31,23.67,18.360000000000003,Difference > 5%
MARUTI,Mar 2023,10.91,23.67,12.760000000000002,Difference > 5%
MARUTI,Mar 2024,15.59,23.67,8.080000000000002,Difference > 5%
MOTHERSON,Mar 2013,10.65,13.7,3.049999999999999,
MOTHERSON,Mar 2014,20.26,13.7,6.560000000000002,Difference > 5%
MOTHERSON,Mar 2015,22.74,13.7,9.04,Difference > 5%
MOTHERSON,Mar 2016,23.51,13.7,9.810000000000002,Difference > 5%
MOTHERSON,Mar 2017,16.71,13.7,3.0100000000000016,
MOTHERSON,Mar 2018,17.54,13.7,3.84,
MOTHERSON,Mar 2019,14.62,13.7,0.9199999999999999,
MOTHERSON,Mar 2020,7.92,13.7,5.779999999999999,Difference > 5%
MOTHERSON,Mar 2021,5.9,13.7,7.799999999999999,Difference > 5%
MOTHERSON,Mar 2022,5.06,13.7,8.64,Difference > 5%
MOTHERSON,Mar 2023,8.59,13.7,5.109999999999999,Difference > 5%
MOTHERSON,Mar 2024,11.96,13.7,1.7399999999999984,
NAUKRI,Mar 2013,17.9,3.65,14.249999999999998,Difference > 5%
NAUKRI,Mar 2014,11.29,3.65,7.639999999999999,Difference > 5%
NAUKRI,Mar 2015,-1.84,3.65,5.49,Difference > 5%
NAUKRI,Mar 2016,4.34,3.65,0.69,
NAUKRI,Mar 2017,-2.64,3.65,6.29,Difference > 5%
NAUKRI,Mar 2018,9.24,3.65,5.59,Difference > 5%
NAUKRI,Mar 2019,-0.51,3.65,4.16,
NAUKRI,Mar 2020,-17.52,3.65,21.169999999999998,Difference > 5%
NAUKRI,Mar 2021,0.53,3.65,3.12,
NAUKRI,Mar 2022,2.16,3.65,1.4899999999999998,
NAUKRI,Mar 2023,2.04,3.65,1.6099999999999999,
NAUKRI,Mar 2024,2.0,3.65,1.65,
NESTLEIND,Dec 2013,45.49,185.43,139.94,Difference > 5%
NESTLEIND,Dec 2014,59.54,185.43,125.89000000000001,Difference > 5%
NESTLEIND,Dec 2015,42.61,185.43,142.82,Difference > 5%
NESTLEIND,Dec 2016,45.13,185.43,140.3,Difference > 5%
NESTLEIND,Dec 2017,50.8,185.43,134.63,Difference > 5%
NESTLEIND,Dec 2018,61.54,185.43,123.89000000000001,Difference > 5%
NESTLEIND,Dec 2019,121.31,185.43,64.12,Difference > 5%
NESTLEIND,Dec 2020,130.75,185.43,54.68000000000001,Difference > 5%
NESTLEIND,Dec 2021,143.35,185.43,42.08000000000001,Difference > 5%
NESTLEIND,Dec 2022,120.99,185.43,64.44000000000001,Difference > 5%
NESTLEIND,Dec 2023,148.06,185.43,37.370000000000005,Difference > 5%
NESTLEIND,Mar 2024,143.15,185.43,42.28,Difference > 5%
NHPC,Mar 2013,5.81,7.67,1.8600000000000003,
NHPC,Mar 2014,5.79,7.67,1.88,
NHPC,Mar 2015,6.66,7.67,1.0099999999999998,
NHPC,Mar 2016,6.5,7.67,1.17,
NHPC,Mar 2017,7.09,7.67,0.5800000000000001,
NHPC,Mar 2018,5.71,7.67,1.96,
NHPC,Mar 2019,6.66,7.67,1.0099999999999998,
NHPC,Mar 2020,7.02,7.67,0.6500000000000004,
NHPC,Mar 2021,7.06,7.67,0.6100000000000003,
NHPC,Mar 2022,4.63,7.67,3.04,
NHPC,Mar 2023,7.47,7.67,0.20000000000000018,
NHPC,Mar 2024,5.08,7.67,2.59,
NTPC,Mar 2013,9.45,10.58,1.1300000000000008,
NTPC,Mar 2014,8.86,10.58,1.7200000000000006,
NTPC,Mar 2015,6.39,10.58,4.19,
NTPC,Mar 2016,6.7,10.58,3.88,
NTPC,Mar 2017,7.37,10.58,3.21,
NTPC,Mar 2018,6.43,10.58,4.15,
NTPC,Mar 2019,4.94,10.58,5.64,Difference > 5%
NTPC,Mar 2020,6.6,10.58,3.9800000000000004,
NTPC,Mar 2021,6.43,10.58,4.15,
NTPC,Mar 2022,7.68,10.58,2.9000000000000004,
NTPC,Mar 2023,8.87,10.58,1.7100000000000009,
NTPC,Mar 2024,8.86,10.58,1.7200000000000006,
ONGC,Mar 2013,18.32,19.71,1.3900000000000006,
ONGC,Mar 2014,14.85,19.71,4.860000000000001,
ONGC,Mar 2015,10.36,19.71,9.350000000000001,Difference > 5%
ONGC,Mar 2016,9.35,19.71,10.360000000000001,Difference > 5%
ONGC,Mar 2017,11.91,19.71,7.800000000000001,Difference > 5%
ONGC,Mar 2018,10.88,19.71,8.83,Difference > 5%
ONGC,Mar 2019,15.74,19.71,3.9700000000000006,
ONGC,Mar 2020,7.61,19.71,12.100000000000001,Difference > 5%
ONGC,Mar 2021,6.76,19.71,12.950000000000001,Difference > 5%
ONGC,Mar 2022,13.89,19.71,5.82,Difference > 5%
ONGC,Mar 2023,12.05,19.71,7.66,Difference > 5%
ONGC,Mar 2024,15.11,19.71,4.600000000000001,
PFC,Mar 2013,,9.96,,Bank/NBFC
PFC,Mar 2014,,9.96,,Bank/NBFC
PFC,Mar 2015,,9.96,,Bank/NBFC
PFC,Mar 2016,,9.96,,Bank/NBFC
PFC,Mar 2017,,9.96,,Bank/NBFC
PFC,Mar 2018,,9.96,,Bank/NBFC
PFC,Mar 2019,,9.96,,Bank/NBFC
PFC,Mar 2020,,9.96,,Bank/NBFC
PFC,Mar 2021,,9.96,,Bank/NBFC
PFC,Mar 2022,,9.96,,Bank/NBFC
PFC,Mar 2023,,9.96,,Bank/NBFC
PFC,Mar 2024,,9.96,,Bank/NBFC
PIDILITIND,Mar 2013,27.75,29.7,1.9499999999999993,
PIDILITIND,Mar 2014,29.58,29.7,0.120000000000001,
PIDILITIND,Mar 2015,28.05,29.7,1.6499999999999986,
PIDILITIND,Mar 2016,39.48,29.7,9.779999999999998,Difference > 5%
PIDILITIND,Mar 2017,32.14,29.7,2.4400000000000013,
PIDILITIND,Mar 2018,33.01,29.7,3.3099999999999987,
PIDILITIND,Mar 2019,29.05,29.7,0.6499999999999986,
PIDILITIND,Mar 2020,29.64,29.7,0.05999999999999872,
PIDILITIND,Mar 2021,25.07,29.7,4.629999999999999,
PIDILITIND,Mar 2022,23.7,29.7,6.0,Difference > 5%
PIDILITIND,Mar 2023,22.57,29.7,7.129999999999999,Difference > 5%
PIDILITIND,Mar 2024,26.93,29.7,2.7699999999999996,
PNB,Mar 2013,,1.63,,Bank/NBFC
PNB,Mar 2014,,1.63,,Bank/NBFC
PNB,Mar 2015,,1.63,,Bank/NBFC
PNB,Mar 2016,,1.63,,Bank/NBFC
PNB,Mar 2017,,1.63,,Bank/NBFC
PNB,Mar 2018,,1.63,,Bank/NBFC
PNB,Mar 2019,,1.63,,Bank/NBFC
PNB,Mar 2020,,1.63,,Bank/NBFC
PNB,Mar 2021,,1.63,,Bank/NBFC
PNB,Mar 2022,,1.63,,Bank/NBFC
PNB,Mar 2023,,1.63,,Bank/NBFC
PNB,Mar 2024,,1.63,,Bank/NBFC
POWERGRID,Mar 2013,7.75,13.2,5.449999999999999,Difference > 5%
POWERGRID,Mar 2014,7.47,13.2,5.7299999999999995,Difference > 5%
POWERGRID,Mar 2015,7.24,13.2,5.959999999999999,Difference > 5%
POWERGRID,Mar 2016,7.87,13.2,5.329999999999999,Difference > 5%
POWERGRID,Mar 2017,8.72,13.2,4.479999999999999,
POWERGRID,Mar 2018,9.0,13.2,4.199999999999999,
POWERGRID,Mar 2019,7.97,13.2,5.2299999999999995,Difference > 5%
POWERGRID,Mar 2020,9.99,13.2,3.209999999999999,
POWERGRID,Mar 2021,10.73,13.2,2.469999999999999,
POWERGRID,Mar 2022,10.88,13.2,2.3199999999999985,
POWERGRID,Mar 2023,12.4,13.2,0.7999999999999989,
POWERGRID,Mar 2024,12.69,13.2,0.5099999999999998,
RECLTD,Mar 2013,10.59,10.0,0.5899999999999999,
RECLTD,Mar 2014,11.32,10.0,1.3200000000000003,
RECLTD,Mar 2015,11.01,10.0,1.0099999999999998,
RECLTD,Mar 2016,11.32,10.0,1.3200000000000003,
RECLTD,Mar 2017,11.12,10.0,1.1199999999999992,
RECLTD,Mar 2018,8.13,10.0,1.8699999999999992,
RECLTD,Mar 2019,8.5,10.0,1.5,
RECLTD,Mar 2020,8.07,10.0,1.9299999999999997,
RECLTD,Mar 2021,8.64,10.0,1.3599999999999994,
RECLTD,Mar 2022,8.96,10.0,1.0399999999999991,
RECLTD,Mar 2023,8.57,10.0,1.4299999999999997,
RECLTD,Mar 2024,9.29,10.0,0.7100000000000009,
RELIANCE,Mar 2013,7.58,9.61,2.0299999999999994,
RELIANCE,Mar 2014,7.03,9.61,2.579999999999999,
RELIANCE,Mar 2015,6.7,9.61,2.9099999999999993,
RELIANCE,Mar 2016,7.09,9.61,2.5199999999999996,
RELIANCE,Mar 2017,7.2,9.61,2.4099999999999993,
RELIANCE,Mar 2018,8.93,9.61,0.6799999999999997,
RELIANCE,Mar 2019,9.11,9.61,0.5,
RELIANCE,Mar 2020,8.34,9.61,1.2699999999999996,
RELIANCE,Mar 2021,5.54,9.61,4.069999999999999,
RELIANCE,Mar 2022,7.17,9.61,2.4399999999999995,
RELIANCE,Mar 2023,8.74,9.61,0.8699999999999992,
RELIANCE,Mar 2024,8.92,9.61,0.6899999999999995,
SBILIFE,Mar 2013,,13.2,,Bank/NBFC
SBILIFE,Mar 2014,,13.2,,Bank/NBFC
SBILIFE,Mar 2015,,13.2,,Bank/NBFC
SBILIFE,Mar 2016,,13.2,,Bank/NBFC
SBILIFE,Mar 2017,,13.2,,Bank/NBFC
SBILIFE,Mar 2018,,13.2,,Bank/NBFC
SBILIFE,Mar 2019,,13.2,,Bank/NBFC
SBILIFE,Mar 2020,,13.2,,Bank/NBFC
SBILIFE,Mar 2021,,13.2,,Bank/NBFC
SBILIFE,Mar 2022,,13.2,,Bank/NBFC
SBILIFE,Mar 2023,,13.2,,Bank/NBFC
SBILIFE,Mar 2024,,13.2,,Bank/NBFC
SHREECEM,Jun 2013,21.92,14.8,7.120000000000001,Difference > 5%
SHREECEM,Jun 2014,14.21,14.8,0.5899999999999999,
SHREECEM,Jun 2015,6.77,14.8,8.030000000000001,Difference > 5%
SHREECEM,Mar 2017,14.44,14.8,0.3600000000000012,
SHREECEM,Mar 2018,12.8,14.8,2.0,
SHREECEM,Mar 2019,10.62,14.8,4.1800000000000015,
SHREECEM,Mar 2020,12.03,14.8,2.7700000000000014,
SHREECEM,Mar 2021,16.05,14.8,1.25,
SHREECEM,Mar 2022,13.09,14.8,1.7100000000000009,
SHREECEM,Mar 2023,6.08,14.8,8.72,Difference > 5%
SHREECEM,Mar 2024,11.72,14.8,3.08,
SHRIRAMFIN,Mar 2013,,11.3,,Bank/NBFC
SHRIRAMFIN,Mar 2014,,11.3,,Bank/NBFC
SHRIRAMFIN,Mar 2015,,11.3,,Bank/NBFC
SHRIRAMFIN,Mar 2016,,11.3,,Bank/NBFC
SHRIRAMFIN,Mar 2017,,11.3,,Bank/NBFC
SHRIRAMFIN,Mar 2018,,11.3,,Bank/NBFC
SHRIRAMFIN,Mar 2019,,11.3,,Bank/NBFC
SHRIRAMFIN,Mar 2020,,11.3,,Bank/NBFC
SHRIRAMFIN,Mar 2021,,11.3,,Bank/NBFC
SHRIRAMFIN,Mar 2022,,11.3,,Bank/NBFC
SHRIRAMFIN,Mar 2023,,11.3,,Bank/NBFC
SHRIRAMFIN,Mar 2024,,11.3,,Bank/NBFC
SIEMENS,Sep 2011,26.65,25.6,1.0499999999999972,
SIEMENS,Sep 2014,-2.51,25.6,28.11,Difference > 5%
SIEMENS,Sep 2015,15.05,25.6,10.55,Difference > 5%
SIEMENS,Sep 2016,11.61,25.6,13.990000000000002,Difference > 5%
SIEMENS,Sep 2017,11.16,25.6,14.440000000000001,Difference > 5%
SIEMENS,Sep 2018,13.6,25.6,12.000000000000002,Difference > 5%
SIEMENS,Sep 2019,14.27,25.6,11.330000000000002,Difference > 5%
SIEMENS,Sep 2020,7.91,25.6,17.69,Difference > 5%
SIEMENS,Sep 2021,11.16,25.6,14.440000000000001,Difference > 5%
SIEMENS,Sep 2022,13.09,25.6,12.510000000000002,Difference > 5%
SIEMENS,Sep 2023,16.33,25.6,9.270000000000003,Difference > 5%
SIEMENS,Sep 2024,17.74,25.6,7.860000000000003,Difference > 5%
SUNPHARMA,Mar 2013,29.17,17.3,11.870000000000001,Difference > 5%
SUNPHARMA,Mar 2014,31.27,17.3,13.969999999999999,Difference > 5%
SUNPHARMA,Mar 2015,19.34,17.3,2.039999999999999,
SUNPHARMA,Mar 2016,17.2,17.3,0.10000000000000142,
SUNPHARMA,Mar 2017,19.02,17.3,1.7199999999999989,
SUNPHARMA,Mar 2018,8.48,17.3,8.82,Difference > 5%
SUNPHARMA,Mar 2019,8.91,17.3,8.39,Difference > 5%
SUNPHARMA,Mar 2020,9.2,17.3,8.100000000000001,Difference > 5%
SUNPHARMA,Mar 2021,12.7,17.3,4.600000000000001,
SUNPHARMA,Mar 2022,16.46,17.3,0.8399999999999999,
SUNPHARMA,Mar 2023,14.51,17.3,2.790000000000001,
SUNPHARMA,Mar 2024,15.63,17.3,1.67,
TATACONSUM,Mar 2013,10.73,10.6,0.13000000000000078,
TATACONSUM,Mar 2014,8.55,10.6,2.049999999999999,
TATACONSUM,Mar 2015,9.67,10.6,0.9299999999999997,
TATACONSUM,Mar 2016,3.28,10.6,7.32,Difference > 5%
TATACONSUM,Mar 2017,9.43,10.6,1.17,
TATACONSUM,Mar 2018,8.93,10.6,1.67,
TATACONSUM,Mar 2019,7.82,10.6,2.7799999999999994,
TATACONSUM,Mar 2020,6.82,10.6,3.7799999999999994,
TATACONSUM,Mar 2021,7.97,10.6,2.63,
TATACONSUM,Mar 2022,8.7,10.6,1.9000000000000004,
TATACONSUM,Mar 2023,8.68,10.6,1.92,
TATACONSUM,Mar 2024,9.76,10.6,0.8399999999999999,
TATAMOTORS,Mar 2013,18.6,20.1,1.5,
TATAMOTORS,Mar 2014,18.83,20.1,1.2700000000000031,
TATAMOTORS,Mar 2015,19.9,20.1,0.20000000000000284,
TATAMOTORS,Mar 2016,14.62,20.1,5.480000000000002,Difference > 5%
TATAMOTORS,Mar 2017,8.55,20.1,11.55,Difference > 5%
TATAMOTORS,Mar 2018,5.37,20.1,14.73,Difference > 5%
TATAMOTORS,Mar 2019,0.65,20.1,19.450000000000003,Difference > 5%
TATAMOTORS,Mar 2020,-1.83,20.1,21.93,Difference > 5%
TATAMOTORS,Mar 2021,4.43,20.1,15.670000000000002,Difference > 5%
TATAMOTORS,Mar 2022,-0.06,20.1,20.16,Difference > 5%
TATAMOTORS,Mar 2023,3.88,20.1,16.220000000000002,Difference > 5%
TATAMOTORS,Mar 2024,16.79,20.1,3.3100000000000023,
TATAPOWER,Mar 2013,7.06,11.1,4.04,
TATAPOWER,Mar 2014,7.96,11.1,3.1399999999999997,
TATAPOWER,Mar 2015,7.51,11.1,3.59,
TATAPOWER,Mar 2016,0.9,11.1,10.2,Difference > 5%
TATAPOWER,Mar 2017,5.67,11.1,5.43,Difference > 5%
TATAPOWER,Mar 2018,-0.08,11.1,11.18,Difference > 5%
TATAPOWER,Mar 2019,1.01,11.1,10.09,Difference > 5%
TATAPOWER,Mar 2020,5.83,11.1,5.27,Difference > 5%
TATAPOWER,Mar 2021,6.05,11.1,5.05,Difference > 5%
TATAPOWER,Mar 2022,5.31,11.1,5.79,Difference > 5%
TATAPOWER,Mar 2023,5.25,11.1,5.85,Difference > 5%
TATAPOWER,Mar 2024,8.08,11.1,3.0199999999999996,
TATASTEEL,Mar 2013,-1.57,7.02,8.59,Difference > 5%
TATASTEEL,Mar 2014,8.47,7.02,1.450000000000001,
TATASTEEL,Mar 2015,-2.26,7.02,9.28,Difference > 5%
TATASTEEL,Mar 2016,-4.72,7.02,11.739999999999998,Difference > 5%
TATASTEEL,Mar 2017,6.18,7.02,0.8399999999999999,
TATASTEEL,Mar 2018,10.25,7.02,3.2300000000000004,
TATASTEEL,Mar 2019,12.95,7.02,5.93,Difference > 5%
TATASTEEL,Mar 2020,4.75,7.02,2.2699999999999996,
TATASTEEL,Mar 2021,13.07,7.02,6.050000000000001,Difference > 5%
TATASTEEL,Mar 2022,28.63,7.02,21.61,Difference > 5%
TATASTEEL,Mar 2023,12.22,7.02,5.200000000000001,Difference > 5%
TATASTEEL,Mar 2024,6.9,7.02,0.11999999999999922,
TCS,Mar 2013,43.62,64.3,20.68,Difference > 5%
TCS,Mar 2014,48.1,64.3,16.199999999999996,Difference > 5%
TCS,Mar 2015,44.48,64.3,19.82,Difference > 5%
TCS,Mar 2016,40.37,64.3,23.93,Difference > 5%
TCS,Mar 2017,35.06,64.3,29.239999999999995,Difference > 5%
TCS,Mar 2018,35.73,64.3,28.57,Difference > 5%
TCS,Mar 2019,41.84,64.3,22.459999999999994,Difference > 5%
TCS,Mar 2020,41.8,64.3,22.5,Difference > 5%
TCS,Mar 2021,45.08,64.3,19.22,Difference > 5%
TCS,Mar 2022,49.97,64.3,14.329999999999998,Difference > 5%
TCS,Mar 2023,55.28,64.3,9.019999999999996,Difference > 5%
TCS,Mar 2024,60.21,64.3,4.089999999999996,
TECHM,Mar 2013,17.95,11.9,6.049999999999999,Difference > 5%
TECHM,Mar 2014,38.24,11.9,26.340000000000003,Difference > 5%
TECHM,Mar 2015,27.66,11.9,15.76,Difference > 5%
TECHM,Mar 2016,22.32,11.9,10.42,Difference > 5%
TECHM,Mar 2017,18.01,11.9,6.110000000000001,Difference > 5%
TECHM,Mar 2018,17.07,11.9,5.17,Difference > 5%
TECHM,Mar 2019,23.08,11.9,11.179999999999998,Difference > 5%
TECHM,Mar 2020,15.92,11.9,4.02,
TECHM,Mar 2021,19.22,11.9,7.3199999999999985,Difference > 5%
TECHM,Mar 2022,22.03,11.9,10.13,Difference > 5%
TECHM,Mar 2023,18.93,11.9,7.029999999999999,Difference > 5%
TECHM,Mar 2024,9.21,11.9,2.6899999999999995,
TITAN,Mar 2013,48.63,22.7,25.930000000000003,Difference > 5%
TITAN,Mar 2014,29.4,22.7,6.699999999999999,Difference > 5%
TITAN,Mar 2015,33.39,22.7,10.690000000000001,Difference > 5%
TITAN,Mar 2016,23.23,22.7,0.5300000000000011,
TITAN,Mar 2017,17.22,22.7,5.48,Difference > 5%
TITAN,Mar 2018,22.31,22.7,0.39000000000000057,
TITAN,Mar 2019,21.64,22.7,1.0599999999999987,
TITAN,Mar 2020,20.67,22.7,2.0299999999999976,
TITAN,Mar 2021,10.28,22.7,12.42,Difference > 5%
TITAN,Mar 2022,17.76,22.7,4.939999999999998,
TITAN,Mar 2023,20.93,22.7,1.7699999999999996,
TITAN,Mar 2024,18.89,22.7,3.8099999999999987,
TORNTPHARM,Mar 2013,29.03,23.2,5.830000000000002,Difference > 5%
TORNTPHARM,Mar 2014,28.6,23.2,5.400000000000002,Difference > 5%
TORNTPHARM,Mar 2015,15.85,23.2,7.35,Difference > 5%
TORNTPHARM,Mar 2016,42.68,23.2,19.48,Difference > 5%
TORNTPHARM,Mar 2017,15.6,23.2,7.6,Difference > 5%
TORNTPHARM,Mar 2018,8.48,23.2,14.719999999999999,Difference > 5%
TORNTPHARM,Mar 2019,12.68,23.2,10.52,Difference > 5%
TORNTPHARM,Mar 2020,14.29,23.2,8.91,Difference > 5%
TORNTPHARM,Mar 2021,17.01,23.2,6.189999999999998,Difference > 5%
TORNTPHARM,Mar 2022,17.65,23.2,5.550000000000001,Difference > 5%
TORNTPHARM,Mar 2023,18.46,23.2,4.739999999999998,
TORNTPHARM,Mar 2024,23.53,23.2,0.33000000000000185,
TRENT,Mar 2013,-2.54,23.8,26.34,Difference > 5%
TRENT,Mar 2014,-4.84,23.8,28.64,Difference > 5%
TRENT,Mar 2015,0.77,23.8,23.03,Difference > 5%
TRENT,Mar 2016,2.74,23.8,21.060000000000002,Difference > 5%
TRENT,Mar 2017,4.8,23.8,19.0,Difference > 5%
TRENT,Mar 2018,8.16,23.8,15.64,Difference > 5%
TRENT,Mar 2019,8.83,23.8,14.97,Difference > 5%
TRENT,Mar 2020,10.49,23.8,13.31,Difference > 5%
TRENT,Mar 2021,-5.47,23.8,29.27,Difference > 5%
TRENT,Mar 2022,4.01,23.8,19.79,Difference > 5%
TRENT,Mar 2023,8.78,23.8,15.020000000000001,Difference > 5%
TRENT,Mar 2024,22.33,23.8,1.4700000000000024,
TVSMOTOR,Mar 2013,13.32,,,
TVSMOTOR,Mar 2014,18.16,,,
TVSMOTOR,Mar 2015,17.43,,,
TVSMOTOR,Mar 2016,19.14,,,
TVSMOTOR,Mar 2017,15.7,,,
TVSMOTOR,Mar 2018,12.46,,,
TVSMOTOR,Mar 2019,13.8,,,
TVSMOTOR,Mar 2020,11.48,,,
TVSMOTOR,Mar 2021,10.41,,,
TVSMOTOR,Mar 2022,9.95,,,
TVSMOTOR,Mar 2023,11.36,,,
TVSMOTOR,Mar 2024,13.8,,,
ULTRACEMCO,Mar 2013,16.91,,,
ULTRACEMCO,Mar 2014,11.81,,,
ULTRACEMCO,Mar 2015,11.16,,,
ULTRACEMCO,Mar 2016,10.82,,,
ULTRACEMCO,Mar 2017,11.76,,,
ULTRACEMCO,Mar 2018,9.37,,,
ULTRACEMCO,Mar 2019,8.29,,,
ULTRACEMCO,Mar 2020,10.51,,,
ULTRACEMCO,Mar 2021,13.46,,,
ULTRACEMCO,Mar 2022,14.25,,,
ULTRACEMCO,Mar 2023,11.83,,,
ULTRACEMCO,Mar 2024,13.71,,,
UNIONBANK,Mar 2013,0.06,,,
UNIONBANK,Mar 2014,-0.32,,,
UNIONBANK,Mar 2015,-0.32,,,
UNIONBANK,Mar 2016,-0.55,,,
UNIONBANK,Mar 2017,-1.15,,,
UNIONBANK,Mar 2018,-2.51,,,
UNIONBANK,Mar 2019,-1.84,,,
UNIONBANK,Mar 2020,-1.84,,,
UNIONBANK,Mar 2021,-1.15,,,
UNIONBANK,Mar 2022,-0.43,,,
UNIONBANK,Mar 2023,-0.3,,,
UNIONBANK,Mar 2024,0.27,,,
INDIGO,Mar 2013,53649.35,24.5,53624.85,Difference > 5%
INDIGO,Mar 2014,56836.96,24.5,56812.46,Difference > 5%
INDIGO,Mar 2015,38552.63,24.5,38528.13,Difference > 5%
INDIGO,Mar 2016,9076.42,24.5,9051.92,Difference > 5%
INDIGO,Mar 2017,10603.33,24.5,10578.83,Difference > 5%
INDIGO,Mar 2018,12697.4,24.5,12672.9,Difference > 5%
INDIGO,Mar 2019,12851.61,24.5,12827.11,Difference > 5%
INDIGO,Mar 2020,10910.63,24.5,10886.13,Difference > 5%
INDIGO,Mar 2021,1734.55,24.5,1710.05,Difference > 5%
INDIGO,Mar 2022,3067.22,24.5,3042.72,Difference > 5%
INDIGO,Mar 2023,5427.76,24.5,5403.26,Difference > 5%
INDIGO,Mar 2024,4953.54,24.5,4929.04,Difference > 5%
